ref_area.label,source.label,indicator.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,52.55,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,52.46,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,52.82,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,52.16,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,51.76,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,53.88,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,56.33,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,53.86,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,65.89,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2023,37.05,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2023,41.61,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2023,31.57,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2022,36.89,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2022,41.36,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2022,31.42,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2021,36.78,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2021,41.28,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2021,31.04,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2020,35.63,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2020,39.83,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2020,30.31,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2019,36.75,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2019,41.54,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2019,30.86,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2018,37.21,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2018,42.18,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2018,31.07,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2017,37.59,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2017,42.38,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2017,31.58,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2014,38.61,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2014,43.68,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2014,31.96,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Total,2013,38.9,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Male,2013,43.9,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Mean weekly hours actually worked per employee by sex,Sex: Female,2013,32.31,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,45.97,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,48.44,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,42.91,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,42.75,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,45.39,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,39.86,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,42.58,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,45.39,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,39.45,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,43.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,46.96,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,40.2,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,45.23,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,49.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,40.52,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,45.77,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,48.14,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,42.63,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,41.65,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,44.82,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,38.66,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,45.97,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,48.44,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,42.91,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,42.75,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,45.39,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,39.86,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,42.58,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,45.39,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,39.45,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,43.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,46.96,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,40.2,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,45.23,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,49.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,LFS - Household Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,40.52,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,45.77,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,48.14,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,HIES - Households Living Conditions Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,42.63,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2023,32.35,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2023,35.5,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2023,28.91,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2022,32.49,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2022,35.78,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2022,28.83,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2021,32.43,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2021,35.83,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2021,28.58,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2020,33.81,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2020,37.33,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2020,29.86,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2019,34.56,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2019,38.21,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2019,30.4,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2018,34.41,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2018,38.05,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2018,30.25,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2017,34.2,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2017,37.86,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2017,30.06,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2016,34.37,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2016,38.04,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2016,30.21,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2015,34.41,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2015,38.12,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2015,30.22,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2014,34.81,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2014,38.62,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2014,30.51,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Total,2013,35.16,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Male,2013,38.96,,,Repository: ILO-STATISTICS - Micro data processing
Austria,LFS - Labour Force Survey,Mean weekly hours actually worked per employee by sex,Sex: Female,2013,30.85,,,Repository: ILO-STATISTICS - Micro data processing
