"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2016",40.4,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2016",42.11,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2016",38.23,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2015",39.55,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2015",41.59,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2015",36.85,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2014",39.22,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2014",41.6,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2014",36.14,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2013",41.84,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2013",44.19,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2013",39.02,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2021",41.91,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2021",43.92,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2021",39.42,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2019",42.32,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2019",44,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2019",40.22,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2018",42.06,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2018",43.87,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2018",39.76,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2017",41.57,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2017",43.32,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2017",39.29,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2016",40.4,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2016",42.11,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2016",38.23,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2015",39.55,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2015",41.59,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2015",36.85,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2014",39.22,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2014",41.6,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2014",36.14,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2013",41.84,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2013",44.19,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2013",39.02,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2023",48.58,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2023",48.46,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2023",48.96,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2022",49.79,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2022",49.24,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2022",51.48,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2019",51.61,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2019",51.28,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2019",52.61,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2018",50.33,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2018",49.58,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2018",53.56,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2017",54.98,"Break in series","Job coverage: Main job currently held | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2017",52.31,"Break in series","Job coverage: Main job currently held | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"United Arab Emirates","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2017",65.52,"Break in series","Job coverage: Main job currently held | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2021",39.22,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2021",42.56,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2021",35.91,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2020",38.68,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2020",41.44,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2020",35.76,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2019",40.28,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2019",44.03,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","HIES - Households Living Conditions Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2019",36.25,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2017",38.73,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2017",42.09,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2017",35.04,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2016",38.3,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2016",41.99,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2016",34.21,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2015",38.45,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2015",42.51,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2015",33.97,,"Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2014",41,"Break in series","Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2014",45.16,"Break in series","Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","LFS - Household Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2014",36.5,"Break in series","Central tendency measure: Mean or mean of the midpoints of the intervals provided | Job coverage: Main job currently held | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2021",35.71,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2021",39.1,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2021",31.98,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2020",35.25,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2020",38.74,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2020",31.49,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2019",36.13,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2019",39.93,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2019",31.9,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2018",36.03,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2018",39.94,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2018",31.61,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2017",36.17,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2017",40.23,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2017",31.5,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2016",35.89,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2016",39.56,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","HIES - Household, Income and Labour Dynamics Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2016",31.54,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2015",35.95,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2015",40.09,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2015",31.1,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2014",35.91,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2014",40.2,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2014",30.86,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2013",36.16,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2013",40.5,,,
"Australia","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2013",31.03,,,
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2023",35.49,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2023",39.09,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2023",31.46,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2022",35.57,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2022",39.31,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2022",31.35,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2021",35.76,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2021",39.56,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2021",31.44,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2020",36.37,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2020",40.3,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2020",31.94,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2019",36.46,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2019",40.51,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2019",31.87,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2018",36.47,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2018",40.51,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2018",31.89,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2017",36.39,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2017",40.45,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2017",31.83,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2016",36.49,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2016",40.58,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2016",31.88,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Total","2015",36.58,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Male","2015",40.75,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
"Austria","LFS - Labour Force Survey","Mean weekly hours usually worked per employed person by sex","Sex: Female","2015",31.91,,"Job coverage: Main job currently held","Repository: ILO-STATISTICS - Micro data processing"
